id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value,attributes/3/trait_type,attributes/3/value,attributes/4/trait_type,attributes/4/value,attributes/5/trait_type,attributes/5/value
4528,Planet,Pampas South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Pampan M,Light,Clear,Weather,Rainbow
4529,Planet,Pampas North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Rainbow
4530,Planet,Pampas North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Lusan M,Light,Clear,Weather,Rain drops
4531,Planet,Pampas South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
4532,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Pampan M,Light,Clear,Weather,Rainbow
4533,Planet,Pampas North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Pampan F,Light,Clear,Weather,Clear
4534,Planet,Pampas South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Clear
4535,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Rainbow
4536,Planet,Pampas North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian F,Light,Clear,Weather,Rain drops
4537,Planet,Pampas North,Object,Cristallian Staff,Rarity,12,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Double rainbow
4538,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
4539,Planet,Pampas North,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Cruthan M,Light,Pampan summer sun,Weather,Clear
4540,Planet,Pampas North,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Minasan M,Light,Pampan summer sun,Weather,Rainbow
4541,Planet,Pampas South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Sindarin M,Light,Pampan summer sun,Weather,Double rainbow
4542,Planet,Pampas South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
4543,Planet,Pampas South,Object,SST Fishing Pole,Rarity,30,Inhabitant,Ozaran M,Light,Clear,Weather,Rain drops
4544,Planet,Pampas North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Zandoan M,Light,Clear,Weather,Rain drops
4545,Planet,Pampas South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Minasan F,Light,Clear,Weather,Rain drops
4546,Planet,Pampas South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Pampan F,Light,Pampan summer sun,Weather,Rain drops
4547,Planet,Pampas North,Object,Ice Cleaver,Rarity,8,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Double rainbow
4548,Planet,Pampas North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Rain drops
4549,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Ozaran F,Light,Pampan summer sun,Weather,Rainbow
4550,Planet,Pampas South,Object,Cristallian Bow,Rarity,21,Inhabitant,Ozaran F,Light,Pampan summer sun,Weather,Rainbow
4551,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Rainbow
4552,Planet,Pampas North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
4553,Planet,Pampas North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Minasan F,Light,Clear,Weather,Rainbow
4554,Planet,Pampas South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Lusan M,Light,Clear,Weather,Clear
4555,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Cristallian M,Light,Pampan summer sun,Weather,Rain drops
4556,Planet,Pampas North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Kitan F,Light,Clear,Weather,Double rainbow
4557,Planet,Pampas North,Object,Staff of Zando,Rarity,16,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Double rainbow
4558,Planet,Pampas North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan F,Light,Clear,Weather,Double rainbow
4559,Planet,Pampas South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cruthan F,Light,Clear,Weather,Rain drops
4560,Planet,Pampas South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Lusan M,Light,Clear,Weather,Clear
4561,Planet,Pampas North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Pampan F,Light,Pampan summer sun,Weather,Clear
4562,Planet,Pampas South,Object,Battle Axe,Rarity,1,Inhabitant,Cristallian F,Light,Pampan summer sun,Weather,Clear
4563,Planet,Pampas North,Object,Cristallian Staff,Rarity,12,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
4564,Planet,Pampas South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cruthan F,Light,Pampan summer sun,Weather,Clear
4565,Planet,Pampas South,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Cristallian F,Light,Pampan summer sun,Weather,Clear
4566,Planet,Pampas North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Kitan F,Light,Clear,Weather,Double rainbow
4567,Planet,Pampas North,Object,Sindarin Flame Thrower,Rarity,35,Inhabitant,Sindarin F,Light,Clear,Weather,Rainbow
4568,Planet,Pampas North,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican F,Light,Clear,Weather,Clear
4569,Planet,Pampas South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Rainbow
4570,Planet,Pampas North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cruthan M,Light,Pampan summer sun,Weather,Rainbow
4571,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Pampan F,Light,Clear,Weather,Double rainbow
4572,Planet,Pampas South,Object,Cristallian Staff,Rarity,12,Inhabitant,Minasan M,Light,Pampan summer sun,Weather,Rainbow
4573,Planet,Pampas North,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan F,Light,Clear,Weather,Clear
4574,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Rain drops
4575,Planet,Pampas South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Zandoan M,Light,Pampan summer sun,Weather,Clear
4576,Planet,Pampas North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Rain drops
4577,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Cruthan F,Light,Clear,Weather,Rainbow
4578,Planet,Pampas North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Sindarin F,Light,Clear,Weather,Clear
4579,Planet,Pampas North,Object,Gredican Sword,Rarity,28,Inhabitant,Kitan F,Light,Clear,Weather,Rain drops
4580,Planet,Pampas South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Kitan M,Light,Clear,Weather,Rain drops
4581,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Zandoan F,Light,Pampan summer sun,Weather,Rainbow
4582,Planet,Pampas South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Pampan F,Light,Pampan summer sun,Weather,Rainbow
4583,Planet,Pampas North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Rain drops
4584,Planet,Pampas North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Lusan M,Light,Clear,Weather,Rainbow
4585,Planet,Pampas North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Cruthan F,Light,Pampan summer sun,Weather,Rain drops
4586,Planet,Pampas North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian F,Light,Clear,Weather,Clear
4587,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Rain drops
4588,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Kitan M,Light,Clear,Weather,Clear
4589,Planet,Pampas South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Zandoan F,Light,Pampan summer sun,Weather,Rainbow
4590,Planet,Pampas North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Pampan F,Light,Clear,Weather,Clear
4591,Planet,Pampas South,Object,Cristallian Sword,Rarity,29,Inhabitant,Pampan F,Light,Clear,Weather,Rainbow
4592,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Lusan F,Light,Pampan summer sun,Weather,Double rainbow
4593,Planet,Pampas South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan F,Light,Pampan summer sun,Weather,Rain drops
4594,Planet,Pampas South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Clear
4595,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Lusan M,Light,Clear,Weather,Clear
4596,Planet,Pampas South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Sindarin M,Light,Pampan summer sun,Weather,Rain drops
4597,Planet,Pampas North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cristallian M,Light,Clear,Weather,Rainbow
4598,Planet,Pampas South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cruthan F,Light,Clear,Weather,Rain drops
4599,Planet,Pampas South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Cristallian M,Light,Clear,Weather,Double rainbow
4600,Planet,Pampas South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan M,Light,Clear,Weather,Clear
4601,Planet,Pampas North,Object,Cristallian Bow,Rarity,21,Inhabitant,Minasan M,Light,Pampan summer sun,Weather,Clear
4602,Planet,Pampas South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin F,Light,Clear,Weather,Double rainbow
4603,Planet,Pampas North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Clear
4604,Planet,Pampas North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Rain drops
4605,Planet,Pampas North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Zandoan F,Light,Clear,Weather,Double rainbow
4606,Planet,Pampas South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin M,Light,Pampan summer sun,Weather,Rainbow
4607,Planet,Pampas North,Object,Cristallian Bow,Rarity,21,Inhabitant,Cristallian F,Light,Pampan summer sun,Weather,Rainbow
4608,Planet,Pampas South,Object,Staff of Zando,Rarity,16,Inhabitant,Zandoan M,Light,Clear,Weather,Rainbow
4609,Planet,Pampas South,Object,Battle Axe,Rarity,1,Inhabitant,Gredican M,Light,Clear,Weather,Rain drops
4610,Planet,Pampas South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Sindarin M,Light,Clear,Weather,Rainbow
4611,Planet,Pampas South,Object,Cristallian Bow,Rarity,21,Inhabitant,Minasan M,Light,Clear,Weather,Double rainbow
4612,Planet,Pampas South,Object,Battle Axe,Rarity,1,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Double rainbow
4613,Planet,Pampas North,Object,Golden Hammer,Rarity,3,Inhabitant,Gredican M,Light,Clear,Weather,Rain drops
4614,Planet,Pampas North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Ozaran M,Light,Clear,Weather,Rain drops
4615,Planet,Pampas North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Gredican F,Light,Pampan summer sun,Weather,Rain drops
4616,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Ozaran M,Light,Clear,Weather,Double rainbow
4617,Planet,Pampas South,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian F,Light,Clear,Weather,Clear
4618,Planet,Pampas South,Object,Battle Axe,Rarity,1,Inhabitant,Lusan F,Light,Clear,Weather,Double rainbow
4619,Planet,Pampas North,Object,Cristallian Ray Gun,Rarity,33,Inhabitant,Zandoan M,Light,Pampan summer sun,Weather,Rainbow
4620,Planet,Pampas South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan F,Light,Clear,Weather,Clear
4621,Planet,Pampas North,Object,Ozaran Blaster,Rarity,34,Inhabitant,Cruthan M,Light,Clear,Weather,Rain drops
4622,Planet,Pampas South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan F,Light,Clear,Weather,Double rainbow
4623,Planet,Pampas South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
4624,Planet,Pampas North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Rainbow
4625,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Lusan F,Light,Pampan summer sun,Weather,Rainbow
4626,Planet,Pampas North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Rain drops
4627,Planet,Pampas North,Object,The Eternal Torch,Rarity,4,Inhabitant,Zandoan F,Light,Clear,Weather,Double rainbow
4628,Planet,Pampas South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Lusan F,Light,Clear,Weather,Rainbow
4629,Planet,Pampas North,Object,Cristallian Staff,Rarity,12,Inhabitant,Zandoan F,Light,Pampan summer sun,Weather,Rain drops
4630,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Lusan M,Light,Clear,Weather,Clear
4631,Planet,Pampas South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
4632,Planet,Pampas North,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Clear
4633,Planet,Pampas North,Object,Lusan Xtreme Soaker,Rarity,36,Inhabitant,Cruthan M,Light,Pampan summer sun,Weather,Rainbow
4634,Planet,Pampas South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Rain drops
4635,Planet,Pampas South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Double rainbow
4636,Planet,Pampas North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Ozaran M,Light,Clear,Weather,Rainbow
4637,Planet,Pampas South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan F,Light,Pampan summer sun,Weather,Double rainbow
4638,Planet,Pampas South,Object,Cristallian Staff,Rarity,12,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Rain drops
4639,Planet,Pampas South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Lusan M,Light,Clear,Weather,Clear
4640,Planet,Pampas North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan M,Light,Clear,Weather,Double rainbow
4641,Planet,Pampas South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cruthan F,Light,Pampan summer sun,Weather,Rain drops
4642,Planet,Pampas North,Object,Battle Shovel,Rarity,2,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Rainbow
4643,Planet,Pampas South,Object,Minasan Bow,Rarity,18,Inhabitant,Cristallian F,Light,Pampan summer sun,Weather,Double rainbow
4644,Planet,Pampas North,Object,Cristallian Bow,Rarity,21,Inhabitant,Gredican M,Light,Clear,Weather,Rain drops
4645,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Clear
4646,Planet,Pampas South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Rain drops
4647,Planet,Pampas South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Rain drops
4648,Planet,Pampas North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan F,Light,Clear,Weather,Clear
4649,Planet,Pampas North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Pampan F,Light,Clear,Weather,Rain drops
4650,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Double rainbow
4651,Planet,Pampas South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Pampan F,Light,Clear,Weather,Rain drops
4652,Planet,Pampas North,Object,Cristallian Bow,Rarity,21,Inhabitant,Kitan F,Light,Clear,Weather,Clear
4653,Planet,Pampas North,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan F,Light,Pampan summer sun,Weather,Rainbow
4654,Planet,Pampas South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Ozaran M,Light,Clear,Weather,Clear
4655,Planet,Pampas North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Sindarin F,Light,Clear,Weather,Rain drops
4656,Planet,Pampas South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Zandoan M,Light,Clear,Weather,Rain drops
4657,Planet,Pampas North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan M,Light,Pampan summer sun,Weather,Rainbow
4658,Planet,Pampas North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan M,Light,Pampan summer sun,Weather,Double rainbow
4659,Planet,Pampas North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Zandoan F,Light,Clear,Weather,Rainbow
4660,Planet,Pampas North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Double rainbow
4661,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Rain drops
4662,Planet,Pampas South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Lusan F,Light,Clear,Weather,Rain drops
4663,Planet,Pampas North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
4664,Planet,Pampas North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Double rainbow
4665,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Double rainbow
4666,Planet,Pampas North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Clear
4667,Planet,Pampas North,Object,Battle Shovel,Rarity,2,Inhabitant,Pampan F,Light,Clear,Weather,Clear
4668,Planet,Pampas South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Minasan M,Light,Pampan summer sun,Weather,Rain drops
4669,Planet,Pampas South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan M,Light,Clear,Weather,Clear
4670,Planet,Pampas North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Clear
4671,Planet,Pampas North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Rainbow
4672,Planet,Pampas North,Object,Ice Cleaver,Rarity,8,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Double rainbow
4673,Planet,Pampas North,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan M,Light,Clear,Weather,Double rainbow
4674,Planet,Pampas North,Object,Ice Cleaver,Rarity,8,Inhabitant,Pampan F,Light,Clear,Weather,Double rainbow
4675,Planet,Pampas North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Pampan F,Light,Clear,Weather,Rain drops
4676,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Pampan M,Light,Clear,Weather,Rain drops
4677,Planet,Pampas North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Pampan M,Light,Clear,Weather,Clear
4678,Planet,Pampas South,Object,Staff of Zando,Rarity,16,Inhabitant,Minasan F,Light,Clear,Weather,Double rainbow
4679,Planet,Pampas South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Double rainbow
4680,Planet,Pampas North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cristallian F,Light,Clear,Weather,Double rainbow
4681,Planet,Pampas South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Kitan F,Light,Clear,Weather,Double rainbow
4682,Planet,Pampas North,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian M,Light,Clear,Weather,Rainbow
4683,Planet,Pampas South,Object,Battle Axe,Rarity,1,Inhabitant,Cruthan M,Light,Pampan summer sun,Weather,Rain drops
4684,Planet,Pampas North,Object,Cristallian Sword,Rarity,29,Inhabitant,Sindarin M,Light,Pampan summer sun,Weather,Rain drops
4685,Planet,Pampas North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Sindarin F,Light,Clear,Weather,Clear
4686,Planet,Pampas South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Ozaran F,Light,Pampan summer sun,Weather,Rain drops
4687,Planet,Pampas South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
4688,Planet,Pampas North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Zandoan M,Light,Pampan summer sun,Weather,Clear
4689,Planet,Pampas North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Rain drops
4690,Planet,Pampas South,Object,Cristallian Staff,Rarity,12,Inhabitant,Kitan F,Light,Clear,Weather,Rainbow
4691,Planet,Pampas North,Object,Cristallian Staff,Rarity,12,Inhabitant,Kitan M,Light,Clear,Weather,Double rainbow
4692,Planet,Pampas North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Sindarin M,Light,Clear,Weather,Double rainbow
4693,Planet,Pampas South,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Rain drops
4694,Planet,Pampas North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Double rainbow
4695,Planet,Pampas North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Double rainbow
4696,Planet,Pampas North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Gredican M,Light,Clear,Weather,Rainbow
4697,Planet,Pampas South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Ozaran F,Light,Pampan summer sun,Weather,Double rainbow
4698,Planet,Pampas South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Sindarin M,Light,Pampan summer sun,Weather,Clear
4699,Planet,Pampas North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Lusan F,Light,Pampan summer sun,Weather,Rain drops
4700,Planet,Pampas North,Object,Battle Axe,Rarity,1,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Rain drops
4701,Planet,Pampas North,Object,Golden Hammer,Rarity,3,Inhabitant,Kitan F,Light,Clear,Weather,Double rainbow
4702,Planet,Pampas South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Sindarin F,Light,Clear,Weather,Double rainbow
4703,Planet,Pampas North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Cruthan F,Light,Pampan summer sun,Weather,Rain drops
4704,Planet,Pampas South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cristallian M,Light,Pampan summer sun,Weather,Clear
4705,Planet,Pampas South,Object,Ice Cleaver,Rarity,8,Inhabitant,Gredican M,Light,Pampan summer sun,Weather,Clear
4706,Planet,Pampas North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Gredican F,Light,Pampan summer sun,Weather,Rain drops
4707,Planet,Pampas South,Object,The Eternal Torch,Rarity,4,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Rainbow
4708,Planet,Pampas North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Ozaran F,Light,Clear,Weather,Rain drops
4709,Planet,Pampas South,Object,Ice Cleaver,Rarity,8,Inhabitant,Cristallian F,Light,Clear,Weather,Rain drops
4710,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Gredican F,Light,Pampan summer sun,Weather,Rainbow
4711,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Kitan F,Light,Pampan summer sun,Weather,Rainbow
4712,Planet,Pampas North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Minasan M,Light,Pampan summer sun,Weather,Rain drops
4713,Planet,Pampas North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Clear
4714,Planet,Pampas North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cruthan M,Light,Clear,Weather,Double rainbow
4715,Planet,Pampas South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Rain drops
4716,Planet,Pampas South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian F,Light,Clear,Weather,Rain drops
4717,Planet,Pampas South,Object,Ice Cleaver,Rarity,8,Inhabitant,Cristallian M,Light,Pampan summer sun,Weather,Double rainbow
4718,Planet,Pampas South,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Rain drops
4719,Planet,Pampas South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Kitan M,Light,Pampan summer sun,Weather,Clear
4720,Planet,Pampas South,Object,Gredican Sword,Rarity,28,Inhabitant,Minasan M,Light,Clear,Weather,Rainbow
4721,Planet,Pampas North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Double rainbow
4722,Planet,Pampas South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cruthan F,Light,Clear,Weather,Double rainbow
4723,Planet,Pampas South,Object,Gredican Sword,Rarity,28,Inhabitant,Ozaran M,Light,Pampan summer sun,Weather,Rain drops
4724,Planet,Pampas South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan F,Light,Clear,Weather,Rainbow
4725,Planet,Pampas South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Minasan M,Light,Clear,Weather,Rainbow
4726,Planet,Pampas North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Gredican F,Light,Pampan summer sun,Weather,Double rainbow
4727,Planet,Pampas South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Zandoan M,Light,Clear,Weather,Double rainbow
4728,Planet,Pampas North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cruthan F,Light,Pampan summer sun,Weather,Rainbow
4729,Planet,Pampas North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Pampan F,Light,Clear,Weather,Rainbow
4730,Planet,Pampas South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Zandoan F,Light,Clear,Weather,Rain drops
4731,Planet,Pampas South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Sindarin M,Light,Pampan summer sun,Weather,Double rainbow
4732,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Minasan M,Light,Pampan summer sun,Weather,Clear
4733,Planet,Pampas South,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan F,Light,Pampan summer sun,Weather,Double rainbow
4734,Planet,Pampas North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian M,Light,Pampan summer sun,Weather,Clear
4735,Planet,Pampas South,Object,Cristallian Bow,Rarity,21,Inhabitant,Lusan M,Light,Pampan summer sun,Weather,Clear
4736,Planet,Pampas North,Object,Phoenix Rising,Rarity,40,Inhabitant,Sindarin F,Light,Pampan summer sun,Weather,Double rainbow
4737,Planet,Pampas South,Object,Battle Shovel,Rarity,2,Inhabitant,Lusan F,Light,Clear,Weather,Clear
