id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value
5332,Planet,Kita South,Rarity,31,Inhabitant,Cruthan F
5333,Planet,Kita North,Rarity,19,Inhabitant,Pampan M
5334,Planet,Kita South,Rarity,6,Inhabitant,Lusan F
5335,Planet,Kita South,Rarity,16,Inhabitant,Cristallian M
5336,Planet,Kita South,Rarity,2,Inhabitant,Cristallian F
5337,Planet,Kita North,Rarity,3,Inhabitant,Cruthan F
5338,Planet,Kita South,Rarity,21,Inhabitant,Cristallian M
5339,Planet,Kita South,Rarity,5,Inhabitant,Gredican M
5340,Planet,Kita South,Rarity,34,Inhabitant,Zandoan M
5341,Planet,Kita North,Rarity,10,Inhabitant,Sindarin M
5342,Planet,Kita South,Rarity,9,Inhabitant,Lusan F
5343,Planet,Kita North,Rarity,6,Inhabitant,Cristallian M
5344,Planet,Kita North,Rarity,5,Inhabitant,Kitan F
5345,Planet,Kita North,Rarity,26,Inhabitant,Kitan F
5346,Planet,Kita South,Rarity,13,Inhabitant,Pampan M
5347,Planet,Kita South,Rarity,15,Inhabitant,Cristallian M
5348,Planet,Kita South,Rarity,18,Inhabitant,Zandoan F
5349,Planet,Kita South,Rarity,15,Inhabitant,Lusan F
5350,Planet,Kita South,Rarity,11,Inhabitant,Sindarin M
5351,Planet,Kita North,Rarity,5,Inhabitant,Minasan F
5352,Planet,Kita North,Rarity,23,Inhabitant,Ozaran F
5353,Planet,Kita South,Rarity,16,Inhabitant,Sindarin F
5354,Planet,Kita North,Rarity,16,Inhabitant,Sindarin M
5355,Planet,Kita South,Rarity,8,Inhabitant,Sindarin F
5356,Planet,Kita North,Rarity,28,Inhabitant,Lusan F
5357,Planet,Kita North,Rarity,12,Inhabitant,Cristallian F
5358,Planet,Kita South,Rarity,15,Inhabitant,Lusan M
5359,Planet,Kita South,Rarity,23,Inhabitant,Minasan M
5360,Planet,Kita South,Rarity,4,Inhabitant,Minasan M
5361,Planet,Kita South,Rarity,11,Inhabitant,Minasan F
5362,Planet,Kita North,Rarity,18,Inhabitant,Zandoan M
5363,Planet,Kita North,Rarity,28,Inhabitant,Cruthan F
5364,Planet,Kita South,Rarity,31,Inhabitant,Gredican M
5365,Planet,Kita North,Rarity,3,Inhabitant,Pampan M
5366,Planet,Kita North,Rarity,2,Inhabitant,Cristallian M
5367,Planet,Kita South,Rarity,16,Inhabitant,Lusan M
5368,Planet,Kita South,Rarity,6,Inhabitant,Cristallian M
5369,Planet,Kita North,Rarity,5,Inhabitant,Cruthan F
5370,Planet,Kita North,Rarity,6,Inhabitant,Cristallian F
5371,Planet,Kita South,Rarity,9,Inhabitant,Zandoan F
5372,Planet,Kita South,Rarity,3,Inhabitant,Sindarin F
5373,Planet,Kita North,Rarity,4,Inhabitant,Zandoan M
5374,Planet,Kita South,Rarity,19,Inhabitant,Kitan F
5375,Planet,Kita South,Rarity,1,Inhabitant,Zandoan F
5376,Planet,Kita South,Rarity,17,Inhabitant,Cristallian F
5377,Planet,Kita South,Rarity,19,Inhabitant,Sindarin M
5378,Planet,Kita North,Rarity,11,Inhabitant,Kitan M
5379,Planet,Kita South,Rarity,28,Inhabitant,Kitan F
5380,Planet,Kita South,Rarity,12,Inhabitant,Zandoan M
5381,Planet,Kita South,Rarity,17,Inhabitant,Ozaran F
5382,Planet,Kita North,Rarity,10,Inhabitant,Pampan F
5383,Planet,Kita North,Rarity,16,Inhabitant,Cristallian M
5384,Planet,Kita North,Rarity,13,Inhabitant,Kitan M
5385,Planet,Kita South,Rarity,10,Inhabitant,Kitan M
5386,Planet,Kita North,Rarity,19,Inhabitant,Kitan M
5387,Planet,Kita North,Rarity,1,Inhabitant,Ozaran F
5388,Planet,Kita South,Rarity,5,Inhabitant,Kitan M
5389,Planet,Kita South,Rarity,20,Inhabitant,Ozaran F
5390,Planet,Kita North,Rarity,13,Inhabitant,Minasan F
5391,Planet,Kita North,Rarity,17,Inhabitant,Cristallian M
5392,Planet,Kita South,Rarity,32,Inhabitant,Kitan M
5393,Planet,Kita South,Rarity,26,Inhabitant,Sindarin F
5394,Planet,Kita South,Rarity,26,Inhabitant,Lusan M
5395,Planet,Kita South,Rarity,28,Inhabitant,Minasan F
5396,Planet,Kita North,Rarity,25,Inhabitant,Sindarin F
5397,Planet,Kita South,Rarity,1,Inhabitant,Minasan F
5398,Planet,Kita South,Rarity,3,Inhabitant,Ozaran F
5399,Planet,Kita South,Rarity,2,Inhabitant,Ozaran M
5400,Planet,Kita North,Rarity,8,Inhabitant,Zandoan F
5401,Planet,Kita North,Rarity,10,Inhabitant,Minasan M
5402,Planet,Kita North,Rarity,13,Inhabitant,Cruthan F
5403,Planet,Kita South,Rarity,9,Inhabitant,Minasan M
5404,Planet,Kita North,Rarity,32,Inhabitant,Cristallian F
5405,Planet,Kita North,Rarity,3,Inhabitant,Ozaran M
5406,Planet,Kita North,Rarity,26,Inhabitant,Kitan M
5407,Planet,Kita North,Rarity,15,Inhabitant,Zandoan F
5408,Planet,Kita South,Rarity,5,Inhabitant,Minasan M
5409,Planet,Kita South,Rarity,3,Inhabitant,Minasan M
5410,Planet,Kita South,Rarity,24,Inhabitant,Pampan M
5411,Planet,Kita North,Rarity,17,Inhabitant,Ozaran M
5412,Planet,Kita North,Rarity,11,Inhabitant,Gredican M
5413,Planet,Kita South,Rarity,6,Inhabitant,Gredican M
5414,Planet,Kita South,Rarity,1,Inhabitant,Minasan M
5415,Planet,Kita South,Rarity,9,Inhabitant,Pampan F
5416,Planet,Kita South,Rarity,8,Inhabitant,Pampan M
5417,Planet,Kita South,Rarity,24,Inhabitant,Minasan M
5418,Planet,Kita South,Rarity,2,Inhabitant,Pampan M
5419,Planet,Kita North,Rarity,7,Inhabitant,Lusan F
5420,Planet,Kita North,Rarity,3,Inhabitant,Minasan F
5421,Planet,Kita North,Rarity,21,Inhabitant,Lusan M
5422,Planet,Kita North,Rarity,8,Inhabitant,Gredican M
5423,Planet,Kita South,Rarity,1,Inhabitant,Gredican F
5424,Planet,Kita South,Rarity,18,Inhabitant,Kitan F
5425,Planet,Kita South,Rarity,6,Inhabitant,Lusan M
5426,Planet,Kita North,Rarity,8,Inhabitant,Sindarin M
5427,Planet,Kita South,Rarity,22,Inhabitant,Lusan F
5428,Planet,Kita North,Rarity,12,Inhabitant,Sindarin M
5429,Planet,Kita South,Rarity,9,Inhabitant,Gredican M
5430,Planet,Kita South,Rarity,7,Inhabitant,Minasan F
5431,Planet,Kita North,Rarity,15,Inhabitant,Cruthan F
5432,Planet,Kita South,Rarity,12,Inhabitant,Cristallian M
5433,Planet,Kita North,Rarity,25,Inhabitant,Cristallian F
5434,Planet,Kita South,Rarity,3,Inhabitant,Pampan F
5435,Planet,Kita North,Rarity,20,Inhabitant,Zandoan F
5436,Planet,Kita North,Rarity,12,Inhabitant,Gredican F
5437,Planet,Kita North,Rarity,15,Inhabitant,Lusan F
5438,Planet,Kita South,Rarity,12,Inhabitant,Kitan M
5439,Planet,Kita North,Rarity,19,Inhabitant,Sindarin M
5440,Planet,Kita South,Rarity,19,Inhabitant,Minasan F
5441,Planet,Kita North,Rarity,32,Inhabitant,Ozaran F
5442,Planet,Kita South,Rarity,20,Inhabitant,Cristallian M
5443,Planet,Kita North,Rarity,20,Inhabitant,Kitan F
5444,Planet,Kita South,Rarity,16,Inhabitant,Pampan F
5445,Planet,Kita South,Rarity,9,Inhabitant,Cruthan F
5446,Planet,Kita South,Rarity,8,Inhabitant,Cruthan M
5447,Planet,Kita South,Rarity,5,Inhabitant,Gredican F
5448,Planet,Kita North,Rarity,1,Inhabitant,Ozaran M
5449,Planet,Kita North,Rarity,12,Inhabitant,Minasan F
5450,Planet,Kita South,Rarity,10,Inhabitant,Kitan F
5451,Planet,Kita South,Rarity,21,Inhabitant,Sindarin F
5452,Planet,Kita North,Rarity,13,Inhabitant,Sindarin F
5453,Planet,Kita South,Rarity,7,Inhabitant,Gredican M
5454,Planet,Kita South,Rarity,5,Inhabitant,Zandoan M
5455,Planet,Kita North,Rarity,23,Inhabitant,Zandoan F
5456,Planet,Kita South,Rarity,14,Inhabitant,Zandoan M
5457,Planet,Kita South,Rarity,23,Inhabitant,Kitan M
5458,Planet,Kita South,Rarity,34,Inhabitant,Ozaran F
5459,Planet,Kita North,Rarity,18,Inhabitant,Kitan F
5460,Planet,Kita North,Rarity,5,Inhabitant,Ozaran F
5461,Planet,Kita North,Rarity,26,Inhabitant,Minasan M
5462,Planet,Kita North,Rarity,17,Inhabitant,Pampan F
5463,Planet,Kita South,Rarity,18,Inhabitant,Cristallian F
5464,Planet,Kita South,Rarity,16,Inhabitant,Gredican F
5465,Planet,Kita South,Rarity,7,Inhabitant,Kitan M
5466,Planet,Kita South,Rarity,13,Inhabitant,Pampan F
5467,Planet,Kita North,Rarity,29,Inhabitant,Minasan M
5468,Planet,Kita South,Rarity,10,Inhabitant,Gredican M
5469,Planet,Kita South,Rarity,5,Inhabitant,Cruthan F
5470,Planet,Kita North,Rarity,4,Inhabitant,Gredican F
5471,Planet,Kita North,Rarity,9,Inhabitant,Zandoan F
5472,Planet,Kita South,Rarity,21,Inhabitant,Lusan F
5473,Planet,Kita North,Rarity,12,Inhabitant,Lusan M
5474,Planet,Kita North,Rarity,18,Inhabitant,Sindarin M
5475,Planet,Kita North,Rarity,30,Inhabitant,Gredican M
5476,Planet,Kita South,Rarity,22,Inhabitant,Sindarin F
5477,Planet,Kita South,Rarity,4,Inhabitant,Cruthan F
5478,Planet,Kita South,Rarity,16,Inhabitant,Lusan F
5479,Planet,Kita North,Rarity,8,Inhabitant,Cruthan F
5480,Planet,Kita North,Rarity,19,Inhabitant,Zandoan F
5481,Planet,Kita North,Rarity,27,Inhabitant,Pampan F
5482,Planet,Kita North,Rarity,5,Inhabitant,Cristallian M
5483,Planet,Kita North,Rarity,29,Inhabitant,Gredican M
5484,Planet,Kita South,Rarity,17,Inhabitant,Pampan F
5485,Planet,Kita South,Rarity,2,Inhabitant,Zandoan F
5486,Planet,Kita North,Rarity,26,Inhabitant,Sindarin F
5487,Planet,Kita South,Rarity,12,Inhabitant,Sindarin F
5488,Planet,Kita North,Rarity,6,Inhabitant,Kitan F
5489,Planet,Kita North,Rarity,4,Inhabitant,Pampan F
5490,Planet,Kita North,Rarity,22,Inhabitant,Gredican M
5491,Planet,Kita South,Rarity,14,Inhabitant,Zandoan F
5492,Planet,Kita North,Rarity,25,Inhabitant,Kitan F
5493,Planet,Kita South,Rarity,20,Inhabitant,Gredican M
5494,Planet,Kita South,Rarity,30,Inhabitant,Sindarin F
5495,Planet,Kita North,Rarity,8,Inhabitant,Minasan M
5496,Planet,Kita North,Rarity,15,Inhabitant,Pampan M
5497,Planet,Kita North,Rarity,4,Inhabitant,Sindarin F
5498,Planet,Kita South,Rarity,27,Inhabitant,Minasan F
5499,Planet,Kita North,Rarity,7,Inhabitant,Lusan M
5500,Planet,Kita South,Rarity,10,Inhabitant,Minasan M
5501,Planet,Kita South,Rarity,1,Inhabitant,Lusan M
5502,Planet,Kita South,Rarity,3,Inhabitant,Zandoan F
5503,Planet,Kita South,Rarity,34,Inhabitant,Cruthan F
5504,Planet,Kita North,Rarity,10,Inhabitant,Lusan F
5505,Planet,Kita South,Rarity,36,Inhabitant,Gredican M
5506,Planet,Kita North,Rarity,9,Inhabitant,Cristallian M
5507,Planet,Kita North,Rarity,2,Inhabitant,Minasan M
5508,Planet,Kita North,Rarity,20,Inhabitant,Zandoan M
5509,Planet,Kita South,Rarity,20,Inhabitant,Pampan F
5510,Planet,Kita North,Rarity,3,Inhabitant,Kitan M
5511,Planet,Kita South,Rarity,23,Inhabitant,Cruthan F
5512,Planet,Kita South,Rarity,12,Inhabitant,Ozaran F
5513,Planet,Kita South,Rarity,11,Inhabitant,Gredican M
5514,Planet,Kita South,Rarity,19,Inhabitant,Gredican M
5515,Planet,Kita South,Rarity,24,Inhabitant,Kitan F
5516,Planet,Kita South,Rarity,9,Inhabitant,Cristallian F
5517,Planet,Kita South,Rarity,25,Inhabitant,Ozaran F
5518,Planet,Kita South,Rarity,28,Inhabitant,Ozaran M
5519,Planet,Kita South,Rarity,14,Inhabitant,Minasan F
5520,Planet,Kita South,Rarity,2,Inhabitant,Gredican F
5521,Planet,Kita South,Rarity,32,Inhabitant,Cruthan M
5522,Planet,Kita North,Rarity,10,Inhabitant,Cruthan M
5523,Planet,Kita South,Rarity,33,Inhabitant,Sindarin F
5524,Planet,Kita North,Rarity,3,Inhabitant,Gredican M
5525,Planet,Kita North,Rarity,7,Inhabitant,Kitan F
5526,Planet,Kita North,Rarity,6,Inhabitant,Kitan F
5527,Planet,Kita South,Rarity,20,Inhabitant,Cruthan F
5528,Planet,Kita North,Rarity,8,Inhabitant,Lusan M
5529,Planet,Kita North,Rarity,21,Inhabitant,Kitan F
5530,Planet,Kita North,Rarity,9,Inhabitant,Pampan M
5531,Planet,Kita South,Rarity,31,Inhabitant,Sindarin F
5532,Planet,Kita North,Rarity,32,Inhabitant,Lusan M
5533,Planet,Kita North,Rarity,31,Inhabitant,Pampan M
5534,Planet,Kita South,Rarity,24,Inhabitant,Gredican M
5535,Planet,Kita North,Rarity,12,Inhabitant,Kitan M
5536,Planet,Kita North,Rarity,36,Inhabitant,Kitan F
5537,Planet,Kita South,Rarity,22,Inhabitant,Ozaran M
5538,Planet,Kita South,Rarity,31,Inhabitant,Pampan F
5539,Planet,Kita North,Rarity,23,Inhabitant,Minasan F
5540,Planet,Kita North,Rarity,23,Inhabitant,Pampan F
5541,Planet,Kita North,Rarity,14,Inhabitant,Gredican F
5542,Planet,Kita North,Rarity,7,Inhabitant,Gredican F
5543,Planet,Kita North,Rarity,24,Inhabitant,Minasan M
5544,Planet,Kita South,Rarity,14,Inhabitant,Cruthan F
5545,Planet,Kita North,Rarity,18,Inhabitant,Gredican F
5546,Planet,Kita South,Rarity,2,Inhabitant,Zandoan M
5547,Planet,Kita North,Rarity,12,Inhabitant,Gredican F
5548,Planet,Kita North,Rarity,34,Inhabitant,Minasan M
5549,Planet,Kita North,Rarity,33,Inhabitant,Cristallian M
5550,Planet,Kita South,Rarity,27,Inhabitant,Lusan F
5551,Planet,Kita South,Rarity,20,Inhabitant,Pampan F
5552,Planet,Kita South,Rarity,3,Inhabitant,Ozaran M
5553,Planet,Kita South,Rarity,2,Inhabitant,Lusan M
5554,Planet,Kita North,Rarity,16,Inhabitant,Kitan M
5555,Planet,Kita North,Rarity,1,Inhabitant,Gredican F
5556,Planet,Kita South,Rarity,19,Inhabitant,Gredican F
5557,Planet,Kita South,Rarity,16,Inhabitant,Cruthan M
5558,Planet,Kita South,Rarity,5,Inhabitant,Pampan M
5559,Planet,Kita South,Rarity,15,Inhabitant,Cruthan F
5560,Planet,Kita South,Rarity,25,Inhabitant,Lusan F
5561,Planet,Kita North,Rarity,4,Inhabitant,Minasan F
5562,Planet,Kita South,Rarity,36,Inhabitant,Zandoan M
5563,Planet,Kita South,Rarity,1,Inhabitant,Gredican M
5564,Planet,Kita South,Rarity,7,Inhabitant,Gredican F
5565,Planet,Kita North,Rarity,1,Inhabitant,Lusan M
5566,Planet,Kita North,Rarity,27,Inhabitant,Ozaran F
5567,Planet,Kita North,Rarity,20,Inhabitant,Lusan F
5568,Planet,Kita South,Rarity,16,Inhabitant,Ozaran F
5569,Planet,Kita South,Rarity,17,Inhabitant,Zandoan F
5570,Planet,Kita North,Rarity,21,Inhabitant,Pampan M
5571,Planet,Kita South,Rarity,13,Inhabitant,Minasan F
5572,Planet,Kita South,Rarity,31,Inhabitant,Lusan M
5573,Planet,Kita South,Rarity,19,Inhabitant,Zandoan F
5574,Planet,Kita South,Rarity,22,Inhabitant,Cruthan M
5575,Planet,Kita North,Rarity,28,Inhabitant,Kitan M
5576,Planet,Kita North,Rarity,14,Inhabitant,Sindarin M
5577,Planet,Kita South,Rarity,7,Inhabitant,Cruthan F
5578,Planet,Kita North,Rarity,33,Inhabitant,Lusan M
5579,Planet,Kita North,Rarity,9,Inhabitant,Gredican F
5580,Planet,Kita North,Rarity,13,Inhabitant,Minasan M
5581,Planet,Kita South,Rarity,22,Inhabitant,Pampan F
5582,Planet,Kita South,Rarity,28,Inhabitant,Cristallian M
5583,Planet,Kita South,Rarity,23,Inhabitant,Ozaran M
5584,Planet,Kita South,Rarity,4,Inhabitant,Pampan F
5585,Planet,Kita South,Rarity,8,Inhabitant,Minasan M
5586,Planet,Kita South,Rarity,4,Inhabitant,Minasan F
5587,Planet,Kita South,Rarity,11,Inhabitant,Cristallian M
5588,Planet,Kita North,Rarity,12,Inhabitant,Kitan F
5589,Planet,Kita South,Rarity,23,Inhabitant,Cristallian F
5590,Planet,Kita South,Rarity,10,Inhabitant,Ozaran M
5591,Planet,Kita North,Rarity,20,Inhabitant,Cristallian F
5592,Planet,Kita North,Rarity,28,Inhabitant,Minasan M
5593,Planet,Kita North,Rarity,6,Inhabitant,Ozaran F
5594,Planet,Kita South,Rarity,14,Inhabitant,Pampan M
5595,Planet,Kita North,Rarity,22,Inhabitant,Lusan M
5596,Planet,Kita North,Rarity,18,Inhabitant,Lusan F
5597,Planet,Kita South,Rarity,12,Inhabitant,Lusan F
5598,Planet,Kita North,Rarity,4,Inhabitant,Kitan M
5599,Planet,Kita South,Rarity,12,Inhabitant,Ozaran M
5600,Planet,Kita North,Rarity,27,Inhabitant,Cruthan F
5601,Planet,Kita North,Rarity,13,Inhabitant,Kitan F
5602,Planet,Kita South,Rarity,13,Inhabitant,Minasan M
5603,Planet,Kita North,Rarity,7,Inhabitant,Cristallian F
5604,Planet,Kita North,Rarity,33,Inhabitant,Kitan M
5605,Planet,Kita South,Rarity,2,Inhabitant,Kitan F
5606,Planet,Kita South,Rarity,28,Inhabitant,Lusan F
5607,Planet,Kita South,Rarity,16,Inhabitant,Pampan M
5608,Planet,Kita North,Rarity,30,Inhabitant,Sindarin F
5609,Planet,Kita North,Rarity,20,Inhabitant,Sindarin M
5610,Planet,Kita North,Rarity,11,Inhabitant,Pampan M
5611,Planet,Kita South,Rarity,5,Inhabitant,Cruthan M
5612,Planet,Kita North,Rarity,8,Inhabitant,Sindarin F
5613,Planet,Kita North,Rarity,10,Inhabitant,Gredican M
5614,Planet,Kita South,Rarity,8,Inhabitant,Lusan F
5615,Planet,Kita North,Rarity,26,Inhabitant,Lusan M
5616,Planet,Kita South,Rarity,7,Inhabitant,Minasan M
5617,Planet,Kita South,Rarity,13,Inhabitant,Kitan F
5618,Planet,Kita North,Rarity,19,Inhabitant,Cristallian F
5619,Planet,Kita South,Rarity,32,Inhabitant,Cristallian M
5620,Planet,Kita South,Rarity,3,Inhabitant,Lusan F
5621,Planet,Kita South,Rarity,33,Inhabitant,Minasan F
5622,Planet,Kita South,Rarity,22,Inhabitant,Cristallian F
5623,Planet,Kita North,Rarity,10,Inhabitant,Ozaran M
5624,Planet,Kita North,Rarity,3,Inhabitant,Cristallian M
5625,Planet,Kita South,Rarity,4,Inhabitant,Gredican M
5626,Planet,Kita South,Rarity,1,Inhabitant,Cruthan F
5627,Planet,Kita South,Rarity,28,Inhabitant,Cristallian F
5628,Planet,Kita North,Rarity,17,Inhabitant,Sindarin F
5629,Planet,Kita South,Rarity,9,Inhabitant,Sindarin M
5630,Planet,Kita South,Rarity,1,Inhabitant,Sindarin M
5631,Planet,Kita North,Rarity,7,Inhabitant,Cristallian M
5632,Planet,Kita South,Rarity,11,Inhabitant,Minasan M
5633,Planet,Kita North,Rarity,8,Inhabitant,Minasan F
5634,Planet,Kita South,Rarity,27,Inhabitant,Zandoan F
5635,Planet,Kita North,Rarity,11,Inhabitant,Lusan F
5636,Planet,Kita South,Rarity,16,Inhabitant,Pampan F
5637,Planet,Kita North,Rarity,5,Inhabitant,Zandoan M
5638,Planet,Kita South,Rarity,16,Inhabitant,Kitan F
5639,Planet,Kita South,Rarity,32,Inhabitant,Pampan M
5640,Planet,Kita North,Rarity,15,Inhabitant,Sindarin F
5641,Planet,Kita South,Rarity,21,Inhabitant,Lusan M
5642,Planet,Kita North,Rarity,25,Inhabitant,Ozaran M
5643,Planet,Kita North,Rarity,2,Inhabitant,Gredican F
5644,Planet,Kita North,Rarity,8,Inhabitant,Kitan M
5645,Planet,Kita North,Rarity,20,Inhabitant,Pampan F
5646,Planet,Kita South,Rarity,34,Inhabitant,Sindarin M
5647,Planet,Kita North,Rarity,33,Inhabitant,Sindarin F
5648,Planet,Kita South,Rarity,5,Inhabitant,Zandoan M
5649,Planet,Kita North,Rarity,10,Inhabitant,Kitan F
5650,Planet,Kita North,Rarity,11,Inhabitant,Ozaran M
5651,Planet,Kita South,Rarity,17,Inhabitant,Pampan F
5652,Planet,Kita South,Rarity,19,Inhabitant,Lusan F
5653,Planet,Kita South,Rarity,2,Inhabitant,Cruthan F
5654,Planet,Kita North,Rarity,16,Inhabitant,Zandoan F
5655,Planet,Kita North,Rarity,2,Inhabitant,Kitan M
5656,Planet,Kita North,Rarity,7,Inhabitant,Zandoan M
5657,Planet,Kita North,Rarity,1,Inhabitant,Minasan F
5658,Planet,Kita North,Rarity,2,Inhabitant,Kitan F
5659,Planet,Kita North,Rarity,2,Inhabitant,Lusan F
5660,Planet,Kita South,Rarity,11,Inhabitant,Kitan M
5661,Planet,Kita North,Rarity,11,Inhabitant,Zandoan F
5662,Planet,Kita North,Rarity,3,Inhabitant,Gredican F
5663,Planet,Kita South,Rarity,21,Inhabitant,Cruthan M
5664,Planet,Kita South,Rarity,17,Inhabitant,Sindarin F
5665,Planet,Kita South,Rarity,23,Inhabitant,Lusan F
5666,Planet,Kita North,Rarity,7,Inhabitant,Zandoan F
5667,Planet,Kita North,Rarity,30,Inhabitant,Ozaran F
5668,Planet,Kita North,Rarity,24,Inhabitant,Zandoan F
5669,Planet,Kita North,Rarity,20,Inhabitant,Gredican F
5670,Planet,Kita North,Rarity,13,Inhabitant,Sindarin M
5671,Planet,Kita North,Rarity,14,Inhabitant,Sindarin F
5672,Planet,Kita North,Rarity,4,Inhabitant,Lusan M
5673,Planet,Kita North,Rarity,29,Inhabitant,Cristallian F
5674,Planet,Kita South,Rarity,8,Inhabitant,Pampan F
5675,Planet,Kita North,Rarity,11,Inhabitant,Sindarin M
5676,Planet,Kita North,Rarity,6,Inhabitant,Zandoan F
5677,Planet,Kita South,Rarity,10,Inhabitant,Minasan F
5678,Planet,Kita South,Rarity,21,Inhabitant,Gredican M
5679,Planet,Kita South,Rarity,8,Inhabitant,Gredican M
5680,Planet,Kita South,Rarity,11,Inhabitant,Gredican F
5681,Planet,Kita South,Rarity,24,Inhabitant,Lusan M
5682,Planet,Kita North,Rarity,4,Inhabitant,Ozaran F
5683,Planet,Kita North,Rarity,5,Inhabitant,Gredican F
5684,Planet,Kita South,Rarity,22,Inhabitant,Kitan M
5685,Planet,Kita South,Rarity,29,Inhabitant,Lusan F
5686,Planet,Kita North,Rarity,6,Inhabitant,Zandoan M
5687,Planet,Kita South,Rarity,5,Inhabitant,Sindarin M
5688,Planet,Kita South,Rarity,18,Inhabitant,Cristallian M
5689,Planet,Kita South,Rarity,23,Inhabitant,Cruthan M
5690,Planet,Kita North,Rarity,23,Inhabitant,Lusan F
5691,Planet,Kita South,Rarity,7,Inhabitant,Zandoan M
5692,Planet,Kita South,Rarity,13,Inhabitant,Cruthan F
5693,Planet,Kita South,Rarity,8,Inhabitant,Cristallian F
5694,Planet,Kita South,Rarity,33,Inhabitant,Cristallian M
5695,Planet,Kita North,Rarity,3,Inhabitant,Cruthan M
5696,Planet,Kita North,Rarity,2,Inhabitant,Sindarin M
5697,Planet,Kita North,Rarity,12,Inhabitant,Cruthan F
5698,Planet,Kita South,Rarity,15,Inhabitant,Kitan M
5699,Planet,Kita South,Rarity,23,Inhabitant,Sindarin M
5700,Planet,Kita North,Rarity,12,Inhabitant,Pampan F
5701,Planet,Kita North,Rarity,14,Inhabitant,Minasan F
5702,Planet,Kita South,Rarity,14,Inhabitant,Pampan F
5703,Planet,Kita South,Rarity,24,Inhabitant,Gredican F
5704,Planet,Kita South,Rarity,35,Inhabitant,Kitan M
5705,Planet,Kita North,Rarity,21,Inhabitant,Kitan M
5706,Planet,Kita North,Rarity,22,Inhabitant,Sindarin M
5707,Planet,Kita North,Rarity,33,Inhabitant,Pampan M
5708,Planet,Kita South,Rarity,6,Inhabitant,Pampan M
5709,Planet,Kita North,Rarity,27,Inhabitant,Cristallian M
5710,Planet,Kita South,Rarity,18,Inhabitant,Pampan M
5711,Planet,Kita South,Rarity,11,Inhabitant,Pampan F
5712,Planet,Kita North,Rarity,2,Inhabitant,Zandoan M
5713,Planet,Kita North,Rarity,23,Inhabitant,Cruthan F
5714,Planet,Kita South,Rarity,30,Inhabitant,Lusan M
5715,Planet,Kita South,Rarity,23,Inhabitant,Gredican F
5716,Planet,Kita South,Rarity,8,Inhabitant,Cruthan F
5717,Planet,Kita North,Rarity,18,Inhabitant,Kitan M
5718,Planet,Kita North,Rarity,17,Inhabitant,Cruthan M
5719,Planet,Kita North,Rarity,33,Inhabitant,Ozaran M
5720,Planet,Kita South,Rarity,21,Inhabitant,Pampan M
5721,Planet,Kita North,Rarity,4,Inhabitant,Ozaran M
5722,Planet,Kita South,Rarity,15,Inhabitant,Pampan F
5723,Planet,Kita South,Rarity,25,Inhabitant,Lusan F
5724,Planet,Kita South,Rarity,27,Inhabitant,Cruthan F
5725,Planet,Kita South,Rarity,4,Inhabitant,Ozaran M
5726,Planet,Kita South,Rarity,31,Inhabitant,Cruthan F
5727,Planet,Kita North,Rarity,9,Inhabitant,Cristallian F
5728,Planet,Kita North,Rarity,19,Inhabitant,Pampan F
5729,Planet,Kita North,Rarity,13,Inhabitant,Pampan F
5730,Planet,Kita North,Rarity,13,Inhabitant,Gredican F
5731,Planet,Kita South,Rarity,2,Inhabitant,Pampan M
5732,Planet,Kita North,Rarity,21,Inhabitant,Lusan F
5733,Planet,Kita South,Rarity,15,Inhabitant,Gredican M
5734,Planet,Kita South,Rarity,9,Inhabitant,Gredican F
5735,Planet,Kita South,Rarity,30,Inhabitant,Zandoan F
5736,Planet,Kita South,Rarity,11,Inhabitant,Cruthan M
5737,Planet,Kita South,Rarity,13,Inhabitant,Cristallian F
5738,Planet,Kita South,Rarity,1,Inhabitant,Ozaran F
5739,Planet,Kita South,Rarity,34,Inhabitant,Sindarin F
5740,Planet,Kita South,Rarity,1,Inhabitant,Minasan M
5741,Planet,Kita South,Rarity,10,Inhabitant,Zandoan M
5742,Planet,Kita South,Rarity,36,Inhabitant,Ozaran M
5743,Planet,Kita North,Rarity,34,Inhabitant,Gredican M
5744,Planet,Kita North,Rarity,18,Inhabitant,Gredican M
5745,Planet,Kita North,Rarity,25,Inhabitant,Gredican M
5746,Planet,Kita South,Rarity,5,Inhabitant,Cristallian M
5747,Planet,Kita South,Rarity,26,Inhabitant,Gredican F
5748,Planet,Kita North,Rarity,32,Inhabitant,Gredican M
5749,Planet,Kita North,Rarity,23,Inhabitant,Zandoan M
5750,Planet,Kita South,Rarity,4,Inhabitant,Lusan M
5751,Planet,Kita South,Rarity,23,Inhabitant,Zandoan M
5752,Planet,Kita South,Rarity,3,Inhabitant,Sindarin M
5753,Planet,Kita North,Rarity,5,Inhabitant,Gredican M
5754,Planet,Kita North,Rarity,24,Inhabitant,Minasan F
5755,Planet,Kita North,Rarity,17,Inhabitant,Lusan M
5756,Planet,Kita North,Rarity,2,Inhabitant,Ozaran M
5757,Planet,Kita South,Rarity,25,Inhabitant,Kitan F
5758,Planet,Kita South,Rarity,17,Inhabitant,Minasan M
5759,Planet,Kita South,Rarity,23,Inhabitant,Ozaran F
5760,Planet,Kita South,Rarity,25,Inhabitant,Gredican F
